CONTROLN,merged_labels,neigh_labels,hist_labels
151828,0,1,1
151829,0,1,1
151832,1,1,0
151835,0,1,1
151842,1,1,0
151852,0,1,1
151854,0,1,1
151855,1,1,0
151857,0,1,1
151858,0,1,1
151859,1,1,0
151860,1,1,0
151865,1,1,0
151866,0,1,1
151868,0,1,1
151871,0,1,1
151875,0,1,1
151879,1,1,0
151881,0,1,1
151883,0,1,1
151884,1,1,0
151891,1,1,0
151896,3,0,1
151899,3,0,1
151900,2,0,0
151902,2,0,0
151903,3,0,1
151904,3,0,1
151906,1,1,0
151907,1,1,0
151912,1,1,0
151919,0,1,1
151920,0,1,1
151921,0,1,1
151927,1,1,0
151930,0,1,1
151934,0,1,1
151935,1,1,0
151936,1,1,0
151938,2,0,0
151942,0,1,1
151944,0,1,1
151945,1,1,0
151948,1,1,0
151950,0,1,1
151951,1,1,0
151955,1,1,0
151958,0,1,1
151961,1,1,0
151965,1,1,0
151966,1,1,0
151968,0,1,1
151979,0,1,1
151983,1,1,0
151984,0,1,1
151986,0,1,1
151995,0,1,1
151997,0,1,1
152004,0,1,1
152006,0,1,1
152010,1,1,0
152021,0,1,1
152022,0,1,1
152023,0,1,1
152026,0,1,1
152027,0,1,1
152039,0,1,1
152041,0,1,1
152042,0,1,1
152045,0,1,1
152049,2,0,0
152053,0,1,1
152054,0,1,1
152056,3,0,1
152057,2,0,0
152058,2,0,0
152059,0,1,1
152068,1,1,0
152071,0,1,1
152072,0,1,1
152079,1,1,0
152082,0,1,1
152084,0,1,1
152086,1,1,0
152090,1,1,0
152091,0,1,1
152092,1,1,0
152094,1,1,0
152098,0,1,1
152099,1,1,0
152100,1,1,0
152109,0,1,1
152116,2,0,0
152118,1,1,0
152119,1,1,0
152125,0,1,1
152126,0,1,1
152131,1,1,0
152132,1,1,0
152133,1,1,0
152136,1,1,0
152137,1,1,0
152139,1,1,0
152144,1,1,0
152148,3,0,1
152151,0,1,1
152153,2,0,0
152154,1,1,0
152156,1,1,0
152160,0,1,1
152169,3,0,1
152173,1,1,0
152174,2,0,0
152175,0,1,1
152176,1,1,0
152180,1,1,0
152181,0,1,1
152191,1,1,0
152193,0,1,1
152195,0,1,1
152196,0,1,1
152197,1,1,0
152198,0,1,1
152199,0,1,1
152203,0,1,1
152204,1,1,0
152212,1,1,0
152214,0,1,1
152215,0,1,1
152216,1,1,0
152219,0,1,1
152221,0,1,1
152227,1,1,0
152230,1,1,0
152231,1,1,0
152233,1,1,0
152239,0,1,1
152240,0,1,1
152241,1,1,0
152242,1,1,0
152244,1,1,0
152245,1,1,0
152246,1,1,0
152247,1,1,0
152251,1,1,0
152260,0,1,1
152263,3,0,1
152267,3,0,1
152268,0,1,1
152269,0,1,1
152270,1,1,0
152275,0,1,1
152276,1,1,0
152279,0,1,1
152282,3,0,1
152283,3,0,1
152286,1,1,0
152287,2,0,0
152288,0,1,1
152290,0,1,1
152293,2,0,0
152294,2,0,0
152299,0,1,1
152300,3,0,1
152301,1,1,0
152304,1,1,0
152305,1,1,0
152312,1,1,0
152314,1,1,0
152318,0,1,1
152329,0,1,1
152332,3,0,1
152334,0,1,1
152336,0,1,1
152337,1,1,0
152342,1,1,0
152345,0,1,1
152347,0,1,1
152350,0,1,1
152354,2,0,0
152360,0,1,1
152369,3,0,1
152380,0,1,1
152385,3,0,1
152387,2,0,0
152388,0,1,1
152393,1,1,0
152396,1,1,0
152397,1,1,0
152401,1,1,0
152402,1,1,0
152403,0,1,1
152404,1,1,0
152411,0,1,1
152415,0,1,1
152416,1,1,0
152417,0,1,1
152418,2,0,0
152421,0,1,1
152428,0,1,1
152430,0,1,1
152431,1,1,0
152433,1,1,0
152434,0,1,1
152435,0,1,1
152440,1,1,0
152442,0,1,1
152443,1,1,0
152444,1,1,0
152447,0,1,1
152451,0,1,1
152457,1,1,0
152459,0,1,1
152461,0,1,1
152463,0,1,1
152464,1,1,0
152466,1,1,0
152468,0,1,1
152469,0,1,1
152470,0,1,1
152471,1,1,0
152472,1,1,0
152481,1,1,0
152484,1,1,0
152486,1,1,0
152487,3,0,1
152488,0,1,1
152490,0,1,1
152492,0,1,1
152493,1,1,0
152494,1,1,0
152496,1,1,0
152497,0,1,1
152498,0,1,1
152501,0,1,1
152503,0,1,1
152505,0,1,1
152506,0,1,1
152512,2,0,0
152513,1,1,0
152514,1,1,0
152517,0,1,1
152525,1,1,0
152540,0,1,1
152541,1,1,0
152546,3,0,1
152551,1,1,0
152553,0,1,1
152555,1,1,0
152556,1,1,0
152557,0,1,1
152558,1,1,0
152559,0,1,1
152560,0,1,1
152565,0,1,1
152566,0,1,1
152572,0,1,1
152573,0,1,1
152574,1,1,0
152575,0,1,1
152577,0,1,1
152579,1,1,0
152580,1,1,0
152584,1,1,0
152585,1,1,0
152586,1,1,0
152587,1,1,0
152592,1,1,0
152595,1,1,0
152597,0,1,1
152598,0,1,1
152601,1,1,0
152604,0,1,1
152608,0,1,1
152610,1,1,0
152618,0,1,1
152620,1,1,0
152621,0,1,1
152628,1,1,0
152631,0,1,1
152632,1,1,0
152639,0,1,1
152640,0,1,1
152643,0,1,1
152644,0,1,1
152648,0,1,1
152652,0,1,1
152658,0,1,1
152661,0,1,1
152674,0,1,1
152680,0,1,1
152683,0,1,1
152692,0,1,1
152695,3,0,1
152696,3,0,1
152709,0,1,1
152716,1,1,0
152723,0,1,1
152724,0,1,1
152725,0,1,1
152729,0,1,1
152735,1,1,0
152737,1,1,0
152743,0,1,1
152746,1,1,0
152748,1,1,0
152753,0,1,1
152754,0,1,1
152756,2,0,0
152758,3,0,1
152769,3,0,1
152774,3,0,1
152775,2,0,0
152776,2,0,0
152777,3,0,1
152780,3,0,1
152781,3,0,1
152783,3,0,1
152784,3,0,1
152785,3,0,1
152786,2,0,0
152787,1,1,0
152790,0,1,1
152792,1,1,0
152793,1,1,0
152796,0,1,1
152797,0,1,1
152801,1,1,0
152808,1,1,0
152810,1,1,0
152811,1,1,0
152814,0,1,1
152815,0,1,1
152816,0,1,1
152817,0,1,1
152820,0,1,1
152821,1,1,0
152823,1,1,0
152828,1,1,0
152834,2,0,0
152835,0,1,1
152840,1,1,0
152841,1,1,0
152846,1,1,0
152847,1,1,0
152853,1,1,0
152856,1,1,0
152859,0,1,1
152861,1,1,0
152862,1,1,0
152866,0,1,1
152870,0,1,1
152877,1,1,0
152878,0,1,1
152879,1,1,0
152881,0,1,1
152884,1,1,0
152890,0,1,1
152893,0,1,1
152894,0,1,1
152896,1,1,0
152897,0,1,1
152898,1,1,0
152903,1,1,0
152904,0,1,1
152909,1,1,0
152911,0,1,1
152913,1,1,0
152915,0,1,1
152916,1,1,0
152924,1,1,0
152927,1,1,0
152928,1,1,0
152930,1,1,0
152932,0,1,1
152934,0,1,1
152935,0,1,1
152936,0,1,1
152938,1,1,0
152941,1,1,0
152943,2,0,0
152944,3,0,1
152945,3,0,1
152946,2,0,0
152951,3,0,1
152963,1,1,0
152964,0,1,1
152972,1,1,0
152973,0,1,1
152977,1,1,0
152985,1,1,0
152986,0,1,1
152990,1,1,0
152991,0,1,1
152994,1,1,0
152995,1,1,0
152997,1,1,0
153000,1,1,0
153001,1,1,0
153002,1,1,0
153009,0,1,1
153010,0,1,1
153012,1,1,0
153015,0,1,1
153024,2,0,0
153026,1,1,0
153030,1,1,0
153035,2,0,0
153042,0,1,1
153046,0,1,1
153047,0,1,1
153049,1,1,0
153050,1,1,0
153052,1,1,0
153055,1,1,0
153060,0,1,1
153061,0,1,1
153080,0,1,1
153081,1,1,0
153083,2,0,0
153085,0,1,1
153095,2,0,0
153097,1,1,0
153107,0,1,1
153108,0,1,1
153111,0,1,1
153112,0,1,1
153115,1,1,0
153116,0,1,1
153117,0,1,1
153118,0,1,1
153121,1,1,0
153124,1,1,0
153128,1,1,0
153132,0,1,1
153138,1,1,0
153142,0,1,1
153143,0,1,1
153147,1,1,0
153150,0,1,1
153151,0,1,1
153153,0,1,1
153156,0,1,1
153157,1,1,0
153158,0,1,1
153159,0,1,1
153169,0,1,1
153174,0,1,1
153175,0,1,1
153184,0,1,1
153190,0,1,1
153192,0,1,1
153193,1,1,0
153194,0,1,1
153199,0,1,1
153204,1,1,0
153205,1,1,0
153206,1,1,0
153207,0,1,1
153209,0,1,1
153210,1,1,0
153211,1,1,0
153213,0,1,1
153214,1,1,0
153215,1,1,0
153223,0,1,1
153226,1,1,0
153232,0,1,1
153234,2,0,0
153237,0,1,1
153238,0,1,1
153239,1,1,0
153241,1,1,0
153245,0,1,1
153246,1,1,0
153247,0,1,1
153249,1,1,0
153251,0,1,1
153252,1,1,0
153253,1,1,0
153255,0,1,1
153257,0,1,1
153260,1,1,0
153261,1,1,0
153262,1,1,0
153265,1,1,0
153267,0,1,1
153270,0,1,1
153271,1,1,0
153272,1,1,0
153273,0,1,1
153278,1,1,0
153280,1,1,0
153285,1,1,0
153286,0,1,1
153287,1,1,0
153288,0,1,1
153289,1,1,0
153290,1,1,0
153294,1,1,0
153298,1,1,0
153301,0,1,1
153306,1,1,0
153309,1,1,0
153310,1,1,0
153326,0,1,1
153329,1,1,0
153330,1,1,0
153332,0,1,1
153334,1,1,0
153337,1,1,0
153348,1,1,0
153353,0,1,1
153355,0,1,1
153356,0,1,1
153357,0,1,1
153369,0,1,1
153378,0,1,1
153379,1,1,0
153382,1,1,0
153383,1,1,0
153385,1,1,0
153391,1,1,0
153392,1,1,0
153393,1,1,0
153394,0,1,1
153396,2,0,0
153403,1,1,0
153404,0,1,1
153408,1,1,0
153410,0,1,1
153412,1,1,0
153413,1,1,0
153414,0,1,1
153416,1,1,0
153417,0,1,1
153418,0,1,1
153423,1,1,0
153425,1,1,0
153426,1,1,0
153427,0,1,1
153428,0,1,1
153430,1,1,0
153433,1,1,0
153434,0,1,1
153437,0,1,1
153439,1,1,0
153443,1,1,0
153448,0,1,1
153450,0,1,1
153452,1,1,0
153454,1,1,0
153458,1,1,0
153460,1,1,0
153461,0,1,1
153462,0,1,1
153463,0,1,1
153475,0,1,1
153478,0,1,1
153479,1,1,0
153483,1,1,0
153486,1,1,0
153488,0,1,1
153490,1,1,0
153491,1,1,0
153494,1,1,0
153497,0,1,1
153500,0,1,1
153501,1,1,0
153503,1,1,0
153504,0,1,1
153506,0,1,1
153508,0,1,1
153509,0,1,1
153510,1,1,0
153513,1,1,0
153517,0,1,1
153520,1,1,0
153521,1,1,0
153522,0,1,1
153523,1,1,0
153524,1,1,0
153526,1,1,0
153527,0,1,1
153528,1,1,0
153536,1,1,0
153543,0,1,1
153548,1,1,0
153550,0,1,1
153557,1,1,0
153559,1,1,0
153561,1,1,0
153563,0,1,1
153565,0,1,1
153566,0,1,1
153568,0,1,1
153573,1,1,0
153574,0,1,1
153576,0,1,1
153578,1,1,0
153580,0,1,1
153582,0,1,1
153587,1,1,0
153589,1,1,0
153590,0,1,1
153596,1,1,0
153597,1,1,0
153601,1,1,0
153604,0,1,1
153605,1,1,0
153606,1,1,0
153607,1,1,0
153608,1,1,0
153610,0,1,1
153611,0,1,1
153615,0,1,1
153616,0,1,1
153618,0,1,1
153620,0,1,1
153623,0,1,1
153626,0,1,1
153634,0,1,1
153643,1,1,0
153645,0,1,1
153646,1,1,0
153647,1,1,0
153649,1,1,0
153650,0,1,1
153655,1,1,0
153656,0,1,1
153657,1,1,0
153659,0,1,1
153662,1,1,0
153667,1,1,0
153669,1,1,0
153670,1,1,0
153673,0,1,1
153681,1,1,0
153682,0,1,1
153685,0,1,1
153686,0,1,1
153687,1,1,0
153689,0,1,1
153702,1,1,0
153705,0,1,1
153718,0,1,1
153721,1,1,0
153723,1,1,0
153724,1,1,0
153725,0,1,1
153727,1,1,0
153729,1,1,0
153730,0,1,1
153734,0,1,1
153736,0,1,1
153737,0,1,1
153738,0,1,1
153739,1,1,0
153741,1,1,0
153743,1,1,0
153748,0,1,1
153753,1,1,0
153754,0,1,1
153755,1,1,0
153762,0,1,1
153764,1,1,0
153768,1,1,0
153781,0,1,1
153784,0,1,1
153785,1,1,0
153789,1,1,0
153791,0,1,1
153794,0,1,1
153797,0,1,1
153801,1,1,0
153805,0,1,1
153810,1,1,0
153813,1,1,0
153815,1,1,0
153818,1,1,0
153819,0,1,1
153827,0,1,1
153832,1,1,0
153834,0,1,1
153839,0,1,1
153848,3,0,1
153850,1,1,0
153851,0,1,1
153858,0,1,1
153860,1,1,0
153863,3,0,1
153864,0,1,1
153879,1,1,0
153880,0,1,1
153883,1,1,0
153884,1,1,0
153885,1,1,0
153886,0,1,1
153890,1,1,0
153891,1,1,0
153892,0,1,1
153898,1,1,0
153901,0,1,1
153902,0,1,1
153903,1,1,0
153905,1,1,0
153909,0,1,1
153916,0,1,1
153917,1,1,0
153918,1,1,0
153923,1,1,0
153924,0,1,1
153925,0,1,1
153926,1,1,0
153932,0,1,1
153940,0,1,1
153941,0,1,1
153943,1,1,0
153946,1,1,0
153949,1,1,0
153953,1,1,0
153957,1,1,0
153959,1,1,0
153960,0,1,1
153962,1,1,0
153966,1,1,0
153967,1,1,0
153970,0,1,1
153971,1,1,0
153972,1,1,0
153974,1,1,0
153982,0,1,1
153983,3,0,1
153984,1,1,0
153991,0,1,1
153995,1,1,0
153999,1,1,0
154000,1,1,0
154005,0,1,1
154014,1,1,0
154015,1,1,0
154017,1,1,0
154021,1,1,0
154023,0,1,1
154027,0,1,1
154028,0,1,1
154030,0,1,1
154033,0,1,1
154036,2,0,0
154045,1,1,0
154048,1,1,0
154052,0,1,1
154055,1,1,0
154057,1,1,0
154060,1,1,0
154061,3,0,1
154066,0,1,1
154067,2,0,0
154068,3,0,1
154072,1,1,0
154079,2,0,0
154080,2,0,0
154081,3,0,1
154089,2,0,0
154090,2,0,0
154093,3,0,1
154096,3,0,1
154097,2,0,0
154099,3,0,1
154100,3,0,1
154105,3,0,1
154114,1,1,0
154115,3,0,1
154117,3,0,1
154121,3,0,1
154122,3,0,1
154124,2,0,0
154126,2,0,0
154127,2,0,0
154130,3,0,1
154134,3,0,1
154136,2,0,0
154139,2,0,0
154141,1,1,0
154143,3,0,1
154144,3,0,1
154145,3,0,1
154150,3,0,1
154151,3,0,1
154154,1,1,0
154157,2,0,0
154158,2,0,0
154161,3,0,1
154169,0,1,1
154170,2,0,0
154172,1,1,0
154176,0,1,1
154178,1,1,0
154181,0,1,1
154184,1,1,0
154198,0,1,1
154200,2,0,0
154201,2,0,0
154211,2,0,0
154216,2,0,0
154218,2,0,0
154219,0,1,1
154224,1,1,0
154229,3,0,1
154239,2,0,0
154241,3,0,1
154242,3,0,1
154245,3,0,1
154250,2,0,0
154253,2,0,0
154254,1,1,0
154257,2,0,0
154259,3,0,1
154260,3,0,1
154263,2,0,0
154265,2,0,0
154266,2,0,0
154271,3,0,1
154272,3,0,1
154276,3,0,1
154279,2,0,0
154282,2,0,0
154286,2,0,0
154291,3,0,1
154297,3,0,1
154299,0,1,1
154300,1,1,0
154301,1,1,0
154304,1,1,0
154315,3,0,1
154318,2,0,0
154321,2,0,0
154323,2,0,0
154327,2,0,0
154338,0,1,1
154339,0,1,1
154340,0,1,1
154342,0,1,1
154346,1,1,0
154351,0,1,1
154354,1,1,0
154357,0,1,1
154358,1,1,0
154360,0,1,1
154363,1,1,0
154364,0,1,1
154365,1,1,0
154372,1,1,0
154373,1,1,0
154374,0,1,1
154391,3,0,1
154393,0,1,1
154396,0,1,1
154397,0,1,1
154399,0,1,1
154400,0,1,1
154402,0,1,1
154403,1,1,0
154407,0,1,1
154409,1,1,0
154411,0,1,1
154412,0,1,1
154415,0,1,1
154417,1,1,0
154427,0,1,1
154430,0,1,1
154431,0,1,1
154435,1,1,0
154436,1,1,0
154438,1,1,0
154439,1,1,0
154442,1,1,0
154452,1,1,0
154456,0,1,1
154457,1,1,0
154465,0,1,1
154469,1,1,0
154480,2,0,0
154482,3,0,1
154483,3,0,1
154485,3,0,1
154486,2,0,0
154487,3,0,1
154488,2,0,0
154489,3,0,1
154491,3,0,1
154494,3,0,1
154495,2,0,0
154496,2,0,0
154497,2,0,0
154499,3,0,1
154500,3,0,1
154502,3,0,1
154503,2,0,0
154504,2,0,0
154505,3,0,1
154511,2,0,0
154516,2,0,0
154519,3,0,1
154524,1,1,0
154526,2,0,0
154530,0,1,1
154531,2,0,0
154534,2,0,0
154535,2,0,0
154539,3,0,1
154540,2,0,0
154541,1,1,0
154544,2,0,0
154545,2,0,0
154546,3,0,1
154550,3,0,1
154554,2,0,0
154558,2,0,0
154559,2,0,0
154574,1,1,0
154576,0,1,1
154577,1,1,0
154580,0,1,1
154581,2,0,0
154582,3,0,1
154585,1,1,0
154586,2,0,0
154587,1,1,0
154588,0,1,1
154589,0,1,1
154591,0,1,1
154596,0,1,1
154597,0,1,1
154598,1,1,0
154599,2,0,0
154602,1,1,0
154607,0,1,1
154611,1,1,0
154613,0,1,1
154614,0,1,1
154617,1,1,0
154618,1,1,0
154620,1,1,0
154623,1,1,0
154624,1,1,0
154625,3,0,1
154626,2,0,0
154629,1,1,0
154630,2,0,0
154632,0,1,1
154633,1,1,0
154634,1,1,0
154636,0,1,1
154637,1,1,0
154642,3,0,1
154648,3,0,1
154655,3,0,1
154656,3,0,1
154657,2,0,0
154662,2,0,0
154663,2,0,0
154666,1,1,0
154667,1,1,0
154670,2,0,0
154677,1,1,0
154678,0,1,1
154682,1,1,0
154683,0,1,1
154688,2,0,0
154689,2,0,0
154691,2,0,0
154697,3,0,1
154700,2,0,0
154709,0,1,1
154713,0,1,1
154714,0,1,1
154721,1,1,0
154723,1,1,0
154728,2,0,0
154732,1,1,0
154736,1,1,0
154738,1,1,0
154739,1,1,0
154740,2,0,0
154741,1,1,0
154750,1,1,0
154751,1,1,0
154754,0,1,1
154759,1,1,0
154763,0,1,1
154765,0,1,1
154766,1,1,0
154767,1,1,0
154771,0,1,1
154772,1,1,0
154773,0,1,1
154774,1,1,0
154778,3,0,1
154782,3,0,1
154783,2,0,0
154784,2,0,0
154790,2,0,0
154791,0,1,1
154792,3,0,1
154796,2,0,0
154798,3,0,1
154799,3,0,1
154803,3,0,1
154804,0,1,1
154807,0,1,1
154809,0,1,1
154810,0,1,1
154811,0,1,1
154815,0,1,1
154816,0,1,1
154822,0,1,1
154823,1,1,0
154827,1,1,0
154828,3,0,1
154830,0,1,1
154831,1,1,0
154832,0,1,1
154835,0,1,1
154845,1,1,0
154846,0,1,1
154849,0,1,1
154850,3,0,1
154854,0,1,1
154859,1,1,0
154860,1,1,0
154866,1,1,0
154869,1,1,0
154870,1,1,0
154871,1,1,0
154873,0,1,1
154874,0,1,1
154875,1,1,0
154876,0,1,1
154880,1,1,0
154881,0,1,1
154882,0,1,1
154883,0,1,1
154885,1,1,0
154892,1,1,0
154894,3,0,1
154896,1,1,0
154898,1,1,0
154900,0,1,1
154901,1,1,0
154908,3,0,1
154913,1,1,0
154917,1,1,0
154919,0,1,1
154923,0,1,1
154927,1,1,0
154929,2,0,0
154930,3,0,1
154931,1,1,0
154933,0,1,1
154935,0,1,1
154937,0,1,1
154938,1,1,0
154942,1,1,0
154943,1,1,0
154944,1,1,0
154948,2,0,0
154950,1,1,0
154954,3,0,1
154956,1,1,0
154972,0,1,1
154974,0,1,1
154976,3,0,1
154977,1,1,0
154980,1,1,0
154985,1,1,0
154986,0,1,1
154989,1,1,0
154992,0,1,1
154994,1,1,0
154997,1,1,0
154998,0,1,1
155002,1,1,0
155003,1,1,0
155004,1,1,0
155010,0,1,1
155012,0,1,1
155013,0,1,1
155017,0,1,1
155021,0,1,1
155022,1,1,0
155023,0,1,1
155030,1,1,0
155034,1,1,0
155035,0,1,1
155036,1,1,0
155037,1,1,0
155038,1,1,0
155039,0,1,1
155040,0,1,1
155045,2,0,0
155046,3,0,1
155049,2,0,0
155051,3,0,1
155052,3,0,1
155053,2,0,0
155054,1,1,0
155055,1,1,0
155056,0,1,1
155057,1,1,0
155058,1,1,0
155060,1,1,0
155061,3,0,1
155066,3,0,1
155074,3,0,1
155078,3,0,1
155079,2,0,0
155081,3,0,1
155084,2,0,0
155086,2,0,0
155099,0,1,1
155105,0,1,1
155111,1,1,0
155112,1,1,0
155114,1,1,0
155118,1,1,0
155119,1,1,0
155120,1,1,0
155121,1,1,0
155122,0,1,1
155126,0,1,1
155130,1,1,0
155131,0,1,1
155132,1,1,0
155135,1,1,0
155139,0,1,1
155141,0,1,1
155145,1,1,0
155147,2,0,0
155149,0,1,1
155153,0,1,1
155154,1,1,0
155157,1,1,0
155158,0,1,1
155160,1,1,0
155163,0,1,1
155166,0,1,1
155169,0,1,1
155175,1,1,0
155178,0,1,1
155185,2,0,0
155188,0,1,1
155193,2,0,0
155195,3,0,1
155197,0,1,1
155199,0,1,1
155200,1,1,0
155212,1,1,0
155213,2,0,0
155220,1,1,0
155225,1,1,0
155227,0,1,1
155228,3,0,1
155230,1,1,0
155233,1,1,0
155238,1,1,0
155239,1,1,0
155240,0,1,1
155241,0,1,1
155243,1,1,0
155245,0,1,1
155248,0,1,1
155255,0,1,1
155257,1,1,0
155260,0,1,1
155261,0,1,1
155262,0,1,1
155266,1,1,0
155270,3,0,1
155273,1,1,0
155277,1,1,0
155279,2,0,0
155284,3,0,1
155291,3,0,1
155293,1,1,0
155298,0,1,1
155304,0,1,1
155309,0,1,1
155310,0,1,1
155311,0,1,1
155312,0,1,1
155314,3,0,1
155315,0,1,1
155316,1,1,0
155317,0,1,1
155321,0,1,1
155322,1,1,0
155326,1,1,0
155328,2,0,0
155329,0,1,1
155330,1,1,0
155332,0,1,1
155333,0,1,1
155340,1,1,0
155343,0,1,1
155349,1,1,0
155350,1,1,0
155359,2,0,0
155360,0,1,1
155363,1,1,0
155364,0,1,1
155369,0,1,1
155371,0,1,1
155372,1,1,0
155373,1,1,0
155375,1,1,0
155378,1,1,0
155384,1,1,0
155385,0,1,1
155391,0,1,1
155395,1,1,0
155397,1,1,0
155402,1,1,0
155403,0,1,1
155406,0,1,1
155407,3,0,1
155412,0,1,1
155413,0,1,1
155414,1,1,0
155416,3,0,1
155421,1,1,0
155425,0,1,1
155428,0,1,1
155429,0,1,1
155430,3,0,1
155432,1,1,0
155434,1,1,0
155438,0,1,1
155440,1,1,0
155445,0,1,1
155452,1,1,0
155458,1,1,0
155460,1,1,0
155464,1,1,0
155465,0,1,1
155468,1,1,0
155470,1,1,0
155478,1,1,0
155485,2,0,0
155486,0,1,1
155488,0,1,1
155489,0,1,1
155492,1,1,0
155493,1,1,0
155500,0,1,1
155503,1,1,0
155504,0,1,1
155505,0,1,1
155507,0,1,1
155508,1,1,0
155514,0,1,1
155516,0,1,1
155518,1,1,0
155519,0,1,1
155523,0,1,1
155524,0,1,1
155526,2,0,0
155528,1,1,0
155529,1,1,0
155530,1,1,0
155532,1,1,0
155535,1,1,0
155539,0,1,1
155542,1,1,0
155543,0,1,1
155545,0,1,1
155548,0,1,1
155550,1,1,0
155551,0,1,1
155554,0,1,1
155555,0,1,1
155556,1,1,0
155558,1,1,0
155567,0,1,1
155570,0,1,1
155571,0,1,1
155573,1,1,0
155576,0,1,1
155577,1,1,0
155582,0,1,1
155585,0,1,1
155586,3,0,1
155587,0,1,1
155588,1,1,0
155591,1,1,0
155592,0,1,1
155593,1,1,0
155597,1,1,0
155603,0,1,1
155604,1,1,0
155605,1,1,0
155609,1,1,0
155610,0,1,1
155613,0,1,1
155622,0,1,1
155626,1,1,0
155630,1,1,0
155631,1,1,0
155634,0,1,1
155642,1,1,0
155645,1,1,0
155651,0,1,1
155655,1,1,0
155658,1,1,0
155662,0,1,1
155663,2,0,0
155671,1,1,0
155673,0,1,1
155675,1,1,0
155676,0,1,1
155678,1,1,0
155683,1,1,0
155685,0,1,1
155687,1,1,0
155690,1,1,0
155692,1,1,0
155695,0,1,1
155697,1,1,0
155699,0,1,1
155700,0,1,1
155701,0,1,1
155702,1,1,0
155713,2,0,0
155714,3,0,1
155719,3,0,1
155720,2,0,0
155721,2,0,0
155722,2,0,0
155723,3,0,1
155729,2,0,0
155730,3,0,1
155734,2,0,0
155739,2,0,0
155740,2,0,0
155749,3,0,1
155757,0,1,1
155758,0,1,1
155759,1,1,0
155760,1,1,0
155761,1,1,0
155763,1,1,0
155765,1,1,0
155766,0,1,1
155770,1,1,0
155771,0,1,1
155775,1,1,0
155790,0,1,1
155792,1,1,0
155797,1,1,0
155799,1,1,0
155801,0,1,1
155806,0,1,1
155807,1,1,0
155808,0,1,1
155809,3,0,1
155811,1,1,0
155821,1,1,0
155822,1,1,0
155835,1,1,0
155838,0,1,1
155843,1,1,0
155844,0,1,1
155847,1,1,0
155853,0,1,1
155854,2,0,0
155855,1,1,0
155856,1,1,0
155857,1,1,0
155858,2,0,0
155859,0,1,1
155861,1,1,0
155867,1,1,0
155870,0,1,1
155877,2,0,0
155879,1,1,0
155888,0,1,1
155889,2,0,0
155890,1,1,0
155893,0,1,1
155895,1,1,0
155896,0,1,1
155898,0,1,1
155899,0,1,1
155900,0,1,1
155905,2,0,0
155907,3,0,1
155909,2,0,0
155914,2,0,0
155921,3,0,1
155926,0,1,1
155930,1,1,0
155931,1,1,0
155933,1,1,0
155935,0,1,1
155937,1,1,0
155943,1,1,0
155944,0,1,1
155946,0,1,1
155947,0,1,1
155948,0,1,1
155951,0,1,1
155952,1,1,0
155953,1,1,0
155958,0,1,1
155959,2,0,0
155960,1,1,0
155962,1,1,0
155963,1,1,0
155964,1,1,0
155965,1,1,0
155967,1,1,0
155968,1,1,0
155970,1,1,0
155972,2,0,0
155973,1,1,0
155974,0,1,1
155975,0,1,1
155977,1,1,0
155981,2,0,0
155982,1,1,0
155987,3,0,1
155989,1,1,0
155996,0,1,1
155999,1,1,0
156000,0,1,1
156005,1,1,0
156006,1,1,0
156007,1,1,0
156009,1,1,0
156016,3,0,1
156019,2,0,0
156025,3,0,1
156028,2,0,0
156031,2,0,0
156032,2,0,0
156040,0,1,1
156041,3,0,1
156043,3,0,1
156045,2,0,0
156050,2,0,0
156055,2,0,0
156059,3,0,1
156060,2,0,0
156061,2,0,0
156062,2,0,0
156069,2,0,0
156070,2,0,0
156071,3,0,1
156077,2,0,0
156078,3,0,1
156084,3,0,1
156097,3,0,1
156101,3,0,1
156102,2,0,0
156103,3,0,1
156104,1,1,0
156106,0,1,1
156112,1,1,0
156114,0,1,1
156118,2,0,0
156120,0,1,1
156121,1,1,0
156123,1,1,0
156128,1,1,0
156129,0,1,1
156130,0,1,1
156135,1,1,0
156138,3,0,1
156139,2,0,0
156140,3,0,1
156141,3,0,1
156143,3,0,1
156150,2,0,0
156152,3,0,1
156153,2,0,0
156155,3,0,1
156156,2,0,0
156158,3,0,1
156159,3,0,1
156161,3,0,1
156166,3,0,1
156174,1,1,0
156175,3,0,1
156178,2,0,0
156179,2,0,0
156185,2,0,0
156186,0,1,1
156189,0,1,1
156190,2,0,0
156195,1,1,0
156205,2,0,0
156208,2,0,0
156209,2,0,0
156218,3,0,1
156224,3,0,1
156230,2,0,0
156233,3,0,1
156234,3,0,1
156236,2,0,0
156238,3,0,1
156240,2,0,0
156241,2,0,0
156245,2,0,0
156246,2,0,0
156247,3,0,1
156248,3,0,1
156249,2,0,0
156252,2,0,0
156253,1,1,0
156254,2,0,0
156255,3,0,1
156256,3,0,1
156258,3,0,1
156259,3,0,1
156264,3,0,1
156270,2,0,0
156277,2,0,0
156281,3,0,1
156282,2,0,0
156283,2,0,0
156285,3,0,1
156291,3,0,1
156293,0,1,1
156294,1,1,0
156295,0,1,1
156298,1,1,0
156300,0,1,1
156307,0,1,1
156308,0,1,1
156310,0,1,1
156311,0,1,1
156313,1,1,0
156314,1,1,0
156316,0,1,1
156317,1,1,0
156319,1,1,0
156320,0,1,1
156321,0,1,1
156322,1,1,0
156324,0,1,1
156325,0,1,1
156326,0,1,1
